loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,issue_d,loan_status,monthly_income,emp_industry,age
6000, 36 months,7.35,186.23,A,A4,Customer service,10+ years,50000,Feb-18,FALSE,4166.666666666667,other,33
20000, 60 months,7.84,404,A,A4,Director of Operations,7 years,84996,Aug-18,FALSE,7083,other,43
10000, 36 months,12.61,335.07,C,C1,Correctional Seargant,5 years,81000,May-18,FALSE,6750,other,45
6500, 36 months,7.97,203.6,A,A5,Security Officer,3 years,27500,Jan-18,FALSE,2291.6666666666665,other,21
10000, 36 months,12.98,336.85,B,B5,Enginnering,5 years,69000,Dec-18,FALSE,5750,other,56
2000, 36 months,9.92,64.46,B,B2,other,,60000,Mar-18,FALSE,5000,other,56
10000, 36 months,7.56,311.34,A,A3,Business Manager,10+ years,78000,Dec-18,FALSE,6500,other,38
40000, 36 months,8.46,1261.97,A,A5,Franchisee,3 years,105000,Aug-18,FALSE,8750,other,59
14400, 60 months,13.56,331.79,C,C1,Server,9 years,65000,Nov-18,FALSE,5416.666666666667,other,48
6400, 36 months,15.02,221.93,C,C3,Sr. Marketing Coordinator,10+ years,73500,Jul-18,FALSE,6125,other,36
15000, 60 months,9.92,318.12,B,B2,Architect,< 1 year,83000,May-18,FALSE,6916.666666666667,other,36
13500, 60 months,9.44,283.13,B,B1,Behavior Specialist,9 years,48000,Jan-18,FALSE,4000,other,30
30000, 36 months,6.67,921.8,A,A2,Accounts payable,10+ years,70000,Sep-18,FALSE,5833.333333333333,other,54
9000, 36 months,5.32,271.04,A,A1,Executive,10+ years,180000,Jan-18,FALSE,15000,other,34
20000, 36 months,17.97,722.75,D,D1,Lead Teacher,3 years,50000,Nov-18,FALSE,4166.666666666667,other,33
8500, 36 months,13.58,288.78,C,C2,Warehouse Worker,10+ years,50000,May-18,FALSE,4166.666666666667,other,34
15000, 36 months,15.05,520.35,C,C4,visitor information assistent,10+ years,25000,Feb-18,FALSE,2083.3333333333335,other,23
3000, 36 months,17.97,108.42,D,D1,Lead Electrical Technician,10+ years,127566.4,Sep-18,FALSE,10630.533333333333,other,46
21000, 60 months,11.05,457.12,B,B4,Financial Advisor,6 years,301099,May-18,FALSE,25091.583333333332,other,36
30000, 60 months,26.3,903.55,E,E5,Territory Sales Manager ,4 years,54339,Feb-18,TRUE,4528.25,other,32
10000, 36 months,7.84,312.63,A,A4,Systems analyst,10+ years,102000,Nov-18,FALSE,8500,other,47
16000, 36 months,16.14,563.62,C,C4,Cust Serv Coordinator,10+ years,49000,Sep-18,FALSE,4083.3333333333335,other,30
12800, 36 months,6.08,389.87,A,A2,Engineer ,5 years,76000,Jan-18,FALSE,6333.333333333333,other,45
10000, 60 months,18.45,256.39,D,D2,CNA,10+ years,100000,Apr-18,FALSE,8333.333333333334,other,59
1000, 36 months,18.94,36.63,D,D2,Travel Agent ,10+ years,24000,Oct-18,FALSE,2000,other,21
11000, 60 months,18.45,282.03,D,D2,Teacher,5 years,30000,Mar-18,FALSE,2500,other,23
6000, 36 months,9.43,192.01,B,B1,Cable Locator,10+ years,75000,Mar-18,FALSE,6250,other,40
8000, 36 months,11.55,264,B,B4,other,,29500,Oct-18,FALSE,2458.3333333333335,other,21
15000, 60 months,12.61,338.31,C,C1,Owner,10+ years,99960,Mar-18,FALSE,8330,other,50
24000, 36 months,14.03,820.62,C,C2,Executive Director,4 years,150000,Jun-18,FALSE,12500,other,44
34000, 60 months,10.72,734.51,B,B2,"Senior Manager, Quality Assurance",4 years,135000,Dec-18,FALSE,11250,other,49
3500, 36 months,6.71,107.61,A,A3,file coordinator,10+ years,40000,May-18,FALSE,3333.3333333333335,other,28
10000, 36 months,7.46,310.88,A,A4,Design Manager/Architect,3 years,100200,Jun-18,FALSE,8350,other,42
9800, 36 months,10.41,318.11,B,B3,other,,40000,Mar-18,TRUE,3333.3333333333335,other,27
5000, 36 months,15.49,174.53,C,C4,other,,10416,Jun-18,FALSE,868,other,18
26500, 60 months,19.42,693.57,D,D3,Corporate EHS Manager,4 years,97000,May-18,FALSE,8083.333333333333,other,55
35000, 36 months,6.83,1077.99,A,A3,Director of HR,2 years,84000,Jun-18,FALSE,7000,other,42
16800, 60 months,9.93,356.38,B,B2,IAM Engineer,2 years,78500,Jan-18,FALSE,6541.666666666667,other,44
5000, 36 months,19.42,184.35,D,D3,Logistics Supply Aide,10+ years,57000,Jun-18,FALSE,4750,other,36
6000, 36 months,11.99,199.26,B,B5,other,,16973,Jan-18,FALSE,1414.4166666666667,other,21
21400, 36 months,13.58,727.05,C,C2,other,,33000,Mar-18,FALSE,2750,other,25
21000, 36 months,18.94,769.14,D,D2,Server,6 years,45000,Oct-18,FALSE,3750,other,30
3000, 36 months,11.06,98.31,B,B3,Paraprofessional,10+ years,40000,Oct-18,FALSE,3333.3333333333335,other,25
19175, 36 months,10.9,626.86,B,B4,assistant director,8 years,30000,Mar-18,FALSE,2500,other,23
28100, 60 months,25.82,838.34,E,E4,Owner,1 year,120000,Jan-18,TRUE,10000,other,46
20000, 60 months,17.47,502.12,D,D1,Courier/Commercial Cleaner,3 years,33000,Apr-18,FALSE,2750,other,24
13000, 60 months,13.56,299.53,C,C1,Service Manager,2 years,45000,Aug-18,FALSE,3750,other,26
21000, 36 months,11.05,688.02,B,B4,other,,74584,May-18,FALSE,6215.333333333333,other,38
12000, 36 months,12.98,404.22,B,B5,"Manager, Onboarding",10+ years,80000,Dec-18,FALSE,6666.666666666667,other,57
5000, 36 months,16.01,175.81,C,C5,other,,14440,Apr-18,FALSE,1203.3333333333333,other,18
5200, 36 months,18.94,190.46,D,D2,Insurance Agent,5 years,40000,Oct-18,FALSE,3333.3333333333335,other,25
2000, 36 months,17.09,71.4,D,D1,other,,30000,Jan-18,TRUE,2500,other,23
6300, 36 months,13.59,214.07,C,C2,Catering Supervisor,1 year,57000,Jan-18,FALSE,4750,other,46
10000, 60 months,18.45,256.39,D,D2,Property Manager,3 years,55000,Jun-18,TRUE,4583.333333333333,other,48
40000, 60 months,16.02,973.15,C,C5,pharmacist ,10+ years,118000,Feb-18,TRUE,9833.333333333334,other,39
30000, 60 months,17.97,761.32,D,D1,Fingerprint Specialist,6 years,80000,Oct-18,FALSE,6666.666666666667,other,52
6775, 36 months,7.34,210.25,A,A4,District Manager ,5 years,105600,Apr-18,TRUE,8800,other,59
7500, 36 months,9.92,241.73,B,B2,driver,10+ years,60000,Feb-18,FALSE,5000,other,43
40000, 36 months,5.31,1204.42,A,A1,CEO,10+ years,210000,May-18,FALSE,17500,other,52
29450, 60 months,17.97,747.36,D,D1,Budget Analyst,10+ years,84000,Oct-18,FALSE,7000,other,34
40000, 60 months,13.06,911.36,C,C1,SECRETARY,5 years,40000,May-18,FALSE,3333.3333333333335,other,26
30000, 36 months,7.21,929.2,A,A3,finance director,4 years,250000,Oct-18,FALSE,20833.333333333332,other,58
18000, 60 months,9.92,381.74,B,B2,Office Manger/HR,1 year,47320,Apr-18,FALSE,3943.3333333333335,other,28
31100, 60 months,23.87,892.34,E,E2,other,,135000,Mar-18,TRUE,11250,other,56
9000, 36 months,7.56,280.21,A,A3,Accounting Manager,3 years,84000,Nov-18,FALSE,7000,other,42
10000, 36 months,11.06,327.68,B,B3,Software Developer,6 years,82000,Oct-18,FALSE,6833.333333333333,other,59
15000, 60 months,11.55,330.27,B,B4,sales,10+ years,50000,Sep-18,FALSE,4166.666666666667,other,29
6000, 36 months,13.06,202.34,C,C1,Cook assistant and an Uber driver ,7 years,75000,Jul-18,FALSE,6250,other,59
14000, 36 months,12.61,469.09,C,C1,other,,45000,Apr-18,TRUE,3750,other,30
24800, 60 months,10.47,532.69,B,B2,Import Manager,10+ years,62000,Jul-18,FALSE,5166.666666666667,other,37
20000, 60 months,19.92,528.99,D,D3,Owner,10+ years,90000,Nov-18,FALSE,7500,other,54
20000, 60 months,23.88,573.97,E,E2,assistant parts manager ,4 years,84000,Jan-18,TRUE,7000,other,35
10000, 36 months,10.42,324.65,B,B3,Automotive Technician,4 years,75000,Feb-18,TRUE,6250,other,47
15000, 36 months,10.47,487.33,B,B2,Marketing,< 1 year,143000,Aug-18,FALSE,11916.666666666666,other,49
35000, 60 months,12.13,780.86,B,B5,teacher,6 years,52000,Jul-18,FALSE,4333.333333333333,other,32
14000, 60 months,16.91,347.26,C,C5,Sprinkler Tech,6 years,55000,Sep-18,FALSE,4583.333333333333,other,48
15000, 36 months,6.67,460.9,A,A2,Administrator,1 year,89600,Jul-18,FALSE,7466.666666666667,other,58
17000, 36 months,19.03,623.42,D,D3,Welder/Supervisor ,10+ years,80000,Feb-18,TRUE,6666.666666666667,other,42
16000, 36 months,10.47,519.82,B,B2,Sales manager ,5 years,100000,Aug-18,FALSE,8333.333333333334,other,57
6000, 36 months,15.02,208.06,C,C3,Office Assistant,< 1 year,29120,Sep-18,FALSE,2426.6666666666665,other,21
20000, 36 months,8.46,630.99,A,A5,Operations Manager,10+ years,107000,Aug-18,FALSE,8916.666666666666,other,54
25450, 60 months,30.79,835.79,G,G1,warehouse/factory,1 year,33000,May-18,TRUE,2750,other,25
35000, 60 months,15.02,833.02,C,C3,Program analyst ,10+ years,135000,Jul-18,FALSE,11250,other,44
25000, 60 months,26.77,759.96,E,E5,KM,1 year,75000,Apr-18,TRUE,6250,other,61
4000, 36 months,6.11,121.89,A,A1,Designer,7 years,88000,Oct-18,FALSE,7333.333333333333,other,51
5000, 36 months,11.31,164.43,B,B3,Captain,10+ years,100000,Nov-18,FALSE,8333.333333333334,other,36
6000, 36 months,15.02,208.06,C,C3,senior leader,10+ years,96000,Nov-18,FALSE,8000,other,52
40000, 60 months,10.9,867.71,B,B4,Medical Biller,8 years,70000,May-18,TRUE,5833.333333333333,other,45
12825, 60 months,26.77,389.86,E,E5,LVN,10+ years,100000,May-18,FALSE,8333.333333333334,other,39
6000, 36 months,9.44,192.03,B,B1,Practice Plan Analyst,5 years,63000,Jan-18,FALSE,5250,other,52
20000, 60 months,14.07,466.1,C,C3,other,,60000,Mar-18,FALSE,5000,other,34
17900, 60 months,19.42,468.49,D,D3,Program supervisor,3 years,70000,Apr-18,FALSE,5833.333333333333,other,45
25000, 60 months,25.81,745.71,E,E4,Corrections officer,10+ years,100000,Jun-18,FALSE,8333.333333333334,other,37
35000, 60 months,25.34,1034.29,E,E3,Teacher,10+ years,25000,Aug-18,TRUE,2083.3333333333335,other,22
3000, 36 months,14.47,103.22,C,C2,Stna,< 1 year,21000,Aug-18,FALSE,1750,other,19
23000, 36 months,22.9,889.13,E,E1,Account Executive ,1 year,56000,Apr-18,TRUE,4666.666666666667,other,59
10000, 60 months,16.14,243.93,C,C4,Bus Maintainer,2 years,90000,Dec-18,FALSE,7500,other,37
29100, 36 months,11.55,960.3,B,B4,Director,1 year,75000,Oct-18,FALSE,6250,other,45
5000, 36 months,12.13,166.39,B,B5,owner operator,4 years,103000,May-18,FALSE,8583.333333333334,other,44
21200, 36 months,26.77,862.89,E,E5,Medical assistant,2 years,36000,Mar-18,TRUE,3000,other,25
9000, 36 months,7.21,278.76,A,A3,Tour Guide,5 years,45000,Jul-18,FALSE,3750,other,28
6600, 36 months,16.14,232.5,C,C4,other,,50000,Aug-18,FALSE,4166.666666666667,other,34
20000, 36 months,20.89,752.38,D,D4,Saw Operator,10+ years,37000,Dec-18,FALSE,3083.3333333333335,other,22
15000, 36 months,10.47,487.33,B,B2,MANAGING MEMBER,6 years,97500,Aug-18,FALSE,8125,other,54
10000, 36 months,12.73,335.65,B,B5,Supervisor ,10+ years,77000,Nov-18,FALSE,6416.666666666667,other,40
10000, 60 months,16.01,243.24,C,C5,Quality coordinator,10+ years,67283.49,Apr-18,FALSE,5606.9575,other,56
30000, 60 months,13.56,691.23,C,C1,other,< 1 year,150000,Nov-18,FALSE,12500,other,58
20000, 60 months,21.45,546.15,D,D5,Owner,1 year,30000,Feb-18,TRUE,2500,other,21
8000, 36 months,7.02,247.09,A,A2,other,,20400,Nov-18,FALSE,1700,other,18
7000, 36 months,8.08,219.62,A,A5,Billing Operations Manager,9 years,86000,Jun-18,FALSE,7166.666666666667,other,51
9000, 36 months,6.08,274.13,A,A2,Educator,< 1 year,58000,Jan-18,FALSE,4833.333333333333,other,54
23000, 36 months,7.35,713.86,A,A4,Owner,1 year,145000,Jan-18,FALSE,12083.333333333334,other,57
40000, 60 months,16.91,992.17,C,C5,VP - Commercial Customer Support,3 years,200000,Sep-18,FALSE,16666.666666666668,other,42
9600, 36 months,19.92,356.38,D,D3,Administrative Assistant,3 years,44000,Jul-18,FALSE,3666.6666666666665,other,28
7200, 36 months,18.45,261.93,D,D2,Teacher ,1 year,75000,Jun-18,FALSE,6250,other,44
10200, 36 months,14.47,350.95,C,C2,Director,2 years,68500,Aug-18,FALSE,5708.333333333333,other,37
3500, 36 months,7.84,109.42,A,A4,other,,56051,Oct-18,FALSE,4670.916666666667,other,34
20000, 36 months,10.08,646.1,B,B1,other,,35000,Oct-18,FALSE,2916.6666666666665,other,25
20000, 36 months,11.05,655.25,B,B4,Supervisor ,2 years,80000,May-18,FALSE,6666.666666666667,other,53
25000, 36 months,6.72,768.74,A,A3,Accountant,1 year,88000,Feb-18,FALSE,7333.333333333333,other,39
16000, 60 months,14.08,372.96,C,C3,Owner/ operator,10+ years,50000,Jan-18,FALSE,4166.666666666667,other,32
5000, 36 months,16.01,175.81,C,C5,Systems Administrator,8 years,88000,Mar-18,TRUE,7333.333333333333,other,38
10000, 36 months,5.31,301.11,A,A1,Customer seevice,10+ years,27000,Apr-18,FALSE,2250,other,21
20800, 60 months,21.45,567.99,D,D5,Customer service ,< 1 year,15000,Jan-18,TRUE,1250,other,19
12000, 36 months,6.11,365.67,A,A1,Payroll Administrator,3 years,46100,Sep-18,FALSE,3841.6666666666665,other,28
13000, 60 months,25.34,384.17,E,E3,Respiratory therapist ,< 1 year,45000,Aug-18,FALSE,3750,other,28
40000, 60 months,9.93,848.51,B,B2,A/C Lead Functional Test Inspector,10+ years,160000,Feb-18,FALSE,13333.333333333334,other,44
6000, 36 months,10.41,194.77,B,B3,Community Outreach & Development Manager,6 years,88000,Mar-18,FALSE,7333.333333333333,other,46
18000, 60 months,22.35,500.73,D,D5,Transportation Secretary,10+ years,32000,Jul-18,TRUE,2666.6666666666665,other,24
16500, 36 months,6.67,506.99,A,A2,Store Director,6 years,150000,Aug-18,FALSE,12500,other,40
28000, 60 months,26.31,843.48,E,E4,project accountant,3 years,60000,Oct-18,FALSE,5000,other,43
9600, 36 months,16.01,337.56,C,C5,Aerial Port Supervisor,10+ years,55000,May-18,FALSE,4583.333333333333,other,34
3000, 36 months,17.97,108.42,D,D1,Law Enforcement ,10+ years,108000,Jul-18,FALSE,9000,other,59
40000, 36 months,10.47,1299.54,B,B2,other,< 1 year,110000,Oct-18,FALSE,9166.666666666666,other,44
15000, 36 months,10.47,487.33,B,B2,other,,85000,Oct-18,FALSE,7083.333333333333,other,55
6000, 36 months,14.52,206.59,C,C3,Bartender,10+ years,70000,May-18,FALSE,5833.333333333333,other,36
30000, 36 months,6.67,921.8,A,A2,Director of Sales,7 years,100000,Aug-18,FALSE,8333.333333333334,other,58
10000, 60 months,19.42,261.73,D,D3, Chief Probation Administration,10+ years,40000,Jun-18,FALSE,3333.3333333333335,other,26
12000, 36 months,6.07,365.45,A,A2,Loan Consultant,3 years,120000,May-18,FALSE,10000,other,60
10000, 60 months,9.43,209.68,B,B1,Assistant Supervisor,10+ years,96000,May-18,FALSE,8000,other,45
10000, 36 months,7.46,310.88,A,A4,Assistant Director,10+ years,106000,May-18,FALSE,8833.333333333334,other,52
40000, 36 months,7.34,1241.32,A,A4,TEACHER,4 years,40000,Feb-18,TRUE,3333.3333333333335,other,27
12000, 60 months,15.05,285.8,C,C4,Csr,9 years,45000,Jan-18,TRUE,3750,other,29
16000, 36 months,9.43,512.01,B,B1,Mechanic,7 years,78000,May-18,FALSE,6500,other,56
35000, 60 months,15.02,833.02,C,C3,Final Inspector,10+ years,100000,Nov-18,FALSE,8333.333333333334,other,55
20000, 36 months,13.56,679.29,C,C1,other,< 1 year,36000,Nov-18,FALSE,3000,other,23
3600, 36 months,16.01,126.59,C,C5,Human Resources ,8 years,45000,Feb-18,FALSE,3750,other,28
8000, 36 months,19.42,294.95,D,D3,other,,21348,Apr-18,FALSE,1779,other,21
20000, 60 months,12.61,451.08,C,C1,Assistant manager,10+ years,65000,Apr-18,TRUE,5416.666666666667,other,52
10000, 36 months,10.33,324.23,B,B1,Crewchief,10+ years,85000,Dec-18,FALSE,7083.333333333333,other,55
10450, 36 months,16.46,369.77,C,C5,Real estate manager,5 years,84000,May-18,FALSE,7000,other,43
18000, 60 months,8.19,366.62,A,A4,Field adjuster 2,3 years,109000,Nov-18,FALSE,9083.333333333334,other,61
15000, 36 months,11.99,498.15,B,B5,Accountant,< 1 year,39000,Jan-18,TRUE,3250,other,25
20150, 36 months,18.06,729.08,D,D2,mortgage banker,1 year,90000,Feb-18,FALSE,7500,other,38
35000, 60 months,13.06,797.44,C,C1,Driver,10+ years,120000,May-18,FALSE,10000,other,57
8000, 36 months,6.08,243.67,A,A2,AGENT,2 years,35000,Feb-18,FALSE,2916.6666666666665,other,23
12000, 36 months,6.08,365.5,A,A2,Sr. Systems Analyst,10+ years,78000,Jan-18,FALSE,6500,other,37
6000, 36 months,20.39,224.18,D,D4,Membership Assistant,4 years,60852,May-18,FALSE,5071,other,37
5000, 36 months,12.61,167.54,C,C1,Production Specialist,4 years,38000,Apr-18,TRUE,3166.6666666666665,other,23
25000, 36 months,26.31,1011.4,E,E4,Service manager ,10+ years,140000,Jul-18,TRUE,11666.666666666666,other,55
20000, 36 months,15.02,693.51,C,C3,Instructural Aid III,< 1 year,14000,Dec-18,FALSE,1166.6666666666667,other,18
33000, 36 months,7.34,1024.09,A,A4,Business Development,5 years,46000,Feb-18,FALSE,3833.3333333333335,other,29
10000, 36 months,10.41,324.61,B,B3,Agency Records Manager,10+ years,155000,Mar-18,FALSE,12916.666666666666,other,51
25000, 60 months,14.47,587.82,C,C2,Senior Territory Manager,5 years,165000,Dec-18,FALSE,13750,other,49
12000, 60 months,16.46,294.76,C,C5,Supervisor ,10+ years,115000,Jun-18,FALSE,9583.333333333334,other,48
3000, 36 months,14.08,102.65,C,C3,"Kitchen manager, ",4 years,30000,Feb-18,FALSE,2500,other,21
20000, 36 months,9.93,644.69,B,B2,Co-Owner,10+ years,75000,Jan-18,FALSE,6250,other,34
10500, 36 months,15.02,364.09,C,C3,Branch Head,6 years,179596,Sep-18,FALSE,14966.333333333334,other,53
10000, 36 months,9.44,320.05,B,B1,Catering,10+ years,30000,Jan-18,TRUE,2500,other,22
15000, 36 months,16.01,527.43,C,C5,Service Advisor,10+ years,59000,Apr-18,TRUE,4916.666666666667,other,48
2000, 36 months,18.45,72.76,D,D2,bus driver,10+ years,35000,Apr-18,FALSE,2916.6666666666665,other,24
40000, 60 months,16.14,975.71,C,C4,HEALTH DIRECTOR,4 years,350000,Oct-18,FALSE,29166.666666666668,other,35
20000, 36 months,16.46,707.7,C,C5,other,,39600,May-18,FALSE,3300,other,26
30000, 60 months,25.81,894.85,E,E4,other,,97000,Apr-18,FALSE,8083.333333333333,other,36
9600, 36 months,11.99,318.82,B,B5,Assistant Manager,10+ years,43000,Feb-18,FALSE,3583.3333333333335,other,27
9600, 36 months,10.42,311.67,B,B3,Union painter,4 years,58000,Jan-18,TRUE,4833.333333333333,other,55
17000, 36 months,11.31,559.06,B,B3,Technician,10+ years,110000,Dec-18,FALSE,9166.666666666666,other,55
10000, 36 months,7.34,310.33,A,A4,Sr. Underwriter,2 years,89240,Mar-18,FALSE,7436.666666666667,other,54
10000, 36 months,19.92,371.23,D,D3,Service member ,10+ years,50000,Oct-18,FALSE,4166.666666666667,other,31
21000, 36 months,11.98,697.3,B,B5,Letter carrier ,10+ years,80000,Mar-18,TRUE,6666.666666666667,other,59
4800, 36 months,12.73,161.11,B,B5,Business Office Manager,1 year,35000,Jul-18,TRUE,2916.6666666666665,other,27
10000, 60 months,14.52,235.39,C,C3,Bar Manager,< 1 year,42000,Jun-18,FALSE,3500,other,27
25200, 60 months,10.72,544.4,B,B2,Machine Operator,10+ years,64000,Dec-18,FALSE,5333.333333333333,other,62
21000, 36 months,5.32,632.42,A,A1,Multimedia web designer,7 years,58000,Feb-18,FALSE,4833.333333333333,other,50
15000, 36 months,8.46,473.24,A,A5,RN,8 years,98000,Nov-18,FALSE,8166.666666666667,other,43
12000, 36 months,9.44,384.06,B,B1,Bus Driver / Trainer  ,10+ years,40000,Feb-18,FALSE,3333.3333333333335,other,26
2800, 36 months,14.47,96.34,C,C2,Tax rep,5 years,50000,Jul-18,FALSE,4166.666666666667,other,31
19500, 36 months,5.32,587.24,A,A1,other,,60000,Feb-18,FALSE,5000,other,58
23500, 36 months,11.98,780.32,B,B5,Security Forces,6 years,49000,Mar-18,FALSE,4083.3333333333335,other,31
4000, 36 months,18.94,146.51,D,D2,WELDING ,7 years,30000,Oct-18,FALSE,2500,other,23
20000, 36 months,6.71,614.9,A,A3,Manager,10+ years,60000,Apr-18,FALSE,5000,other,41
25375, 36 months,20.89,954.58,D,D4,Travel tech lead,3 years,47000,Aug-18,FALSE,3916.6666666666665,other,31
15000, 36 months,10.42,486.98,B,B3,SAP Planner,9 years,60000,Jan-18,FALSE,5000,other,39
35000, 60 months,11.05,761.86,B,B4,Research Associate,5 years,125000,May-18,FALSE,10416.666666666666,other,47
15000, 60 months,20.39,400.68,D,D4,Health Environmentalist,10+ years,92400,May-18,FALSE,7700,other,39
15000, 60 months,18.94,388.62,D,D2,Legal Assistant,7 years,120000,Jul-18,FALSE,10000,other,52
8500, 36 months,13.06,286.65,C,C1,Service tech,4 years,77000,Jun-18,FALSE,6416.666666666667,other,60
8000, 36 months,7.34,248.27,A,A4,Paramedic,8 years,42000,Apr-18,FALSE,3500,other,27
10000, 36 months,5.31,301.11,A,A1,Director of Engineering,2 years,87000,Mar-18,FALSE,7250,other,43
2000, 36 months,17.97,72.28,D,D1,Medical assistant,5 years,39000,Nov-18,FALSE,3250,other,25
15000, 36 months,10.07,484.51,B,B2,Office Administrator,5 years,48000,May-18,FALSE,4000,other,27
17500, 36 months,7.34,543.08,A,A4,Mechanic operater,10+ years,75000,Apr-18,FALSE,6250,other,50
40000, 36 months,11.99,1328.39,B,B5,General Manager,8 years,95000,Feb-18,FALSE,7916.666666666667,other,40
22500, 36 months,10.41,730.36,B,B3,Manager Supervisor,10+ years,98000,Mar-18,FALSE,8166.666666666667,other,51
7200, 36 months,17.97,260.19,D,D1,Vice President of Compliance,9 years,215000,Oct-18,FALSE,17916.666666666668,other,41
30000, 60 months,20,794.82,D,D4,Engineer ,10+ years,90000,Feb-18,TRUE,7500,other,54
25000, 60 months,16.14,609.82,C,C4,other,< 1 year,234000,Oct-18,FALSE,19500,other,56
